                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.92086,                 0.8125,                   0.95,                0.85046,                0.98662,                  0.995,                0.91087,                0.48378,                0.77623,                0.84337,               0.004819,               0.004819,               0.004819
                    159,                0.92779,                0.89676,                0.99932,                 0.8594,                0.98168,                  0.995,                 0.9045,                0.46839,                0.76768,                0.83872,               0.004786,               0.004786,               0.004786
                      0,                 2.0793,                 4.4469,                 1.6431,                      0,                      0,                      0,                      0,                0.79032,                 3.9104,                  0.944,                 0.0973,                 0.0003,                 0.0003
                      1,                 2.0566,                 4.3993,                 1.6332,                      0,                      0,                      0,                      0,                0.73351,                 3.9022,                0.92223,               0.093698,             0.00069769,             0.00069769
                      2,                  2.138,                 4.3656,                 1.7057,                      0,                      0,                      0,                      0,                0.60677,                 3.8031,                0.88966,               0.090093,              0.0010927,              0.0010927
                      3,                 1.7622,                 4.0934,                 1.4136,                      0,                      0,                      0,                      0,                0.58793,                 3.7201,                0.85252,               0.086485,              0.0014851,              0.0014851
                      4,                 1.6352,                 3.9178,                 1.3483,                      0,                      0,                      0,                      0,                 0.6102,                 3.6897,                0.85244,               0.082875,              0.0018749,              0.0018749
                      5,                  1.903,                 3.7817,                 1.5983,                      0,                      0,                      0,                      0,                0.69474,                 3.5974,                 0.8595,               0.079262,              0.0022621,              0.0022621
                      6,                 1.9727,                 3.6279,                 1.6849,                0.01408,                  0.875,                0.43636,                0.34743,                 0.8189,                 3.3832,                0.88561,               0.075647,              0.0026465,              0.0026465
                      7,                 1.9479,                 2.7662,                 1.4928,                0.01663,                      1,                0.61428,                0.50881,                0.80701,                 3.2245,                0.88668,               0.072028,              0.0030284,              0.0030284
                      8,                 1.6957,                 2.6044,                 1.3015,                0.01627,                      1,                0.57625,                 0.4796,                0.74822,                 3.2582,                0.88252,               0.068408,              0.0034076,              0.0034076
                      9,                  1.619,                 2.6598,                 1.3098,                0.00915,                 0.6875,                0.02203,                0.01415,                  1.116,                 3.4033,                0.99139,               0.064784,              0.0037842,              0.0037842
                     10,                  1.638,                 2.4045,                 1.3687,                0.01553,                      1,                  0.484,                0.38926,                0.66188,                   3.27,                0.89898,               0.061158,              0.0041581,              0.0041581
                     11,                 1.7955,                 2.7344,                  1.367,                0.01153,                 0.8125,                0.16789,                0.13836,                 0.7878,                   3.41,                0.94944,               0.057529,              0.0045294,              0.0045294
                     12,                 1.5229,                  2.127,                 1.2512,                0.00638,                 0.4375,                 0.0093,                0.00535,                 1.2214,                 3.5709,                 1.0587,               0.053898,               0.004898,               0.004898
                     13,                 1.5193,                 2.0593,                 1.2638,                0.01009,                  0.625,                0.12591,                 0.1013,                0.61759,                 3.4286,                0.92067,               0.050264,               0.005264,               0.005264
                     14,                 1.6382,                 2.1162,                 1.3664,                0.00257,                 0.1875,                0.00246,                0.00238,                0.71924,                 3.5663,                0.97394,               0.046627,              0.0056274,              0.0056274
                     15,                 1.4947,                 2.1213,                 1.3545,                0.01423,                 0.9375,                0.30642,                 0.2257,                0.78527,                 3.3747,                0.93762,               0.042988,              0.0059881,              0.0059881
                     16,                  1.594,                 2.0286,                   1.32,                0.01431,                 0.9375,                0.55866,                0.37162,                 1.0298,                 3.2472,                 0.9623,               0.039346,              0.0063462,              0.0063462
                     17,                 1.6863,                 1.8633,                 1.3312,                0.01461,                 0.9375,                0.75621,                0.51866,                0.99573,                 3.2719,                 1.0074,               0.035702,              0.0067017,              0.0067017
                     18,                 1.5724,                 1.8802,                   1.35,                0.01391,                 0.9375,                0.58204,                0.42065,                0.81241,                 3.2345,                0.96268,               0.032054,              0.0070545,              0.0070545
                     19,                 1.6392,                 2.0829,                 1.4265,                0.01307,                  0.875,                0.52099,                0.27353,                 1.2561,                 3.3531,                 1.1448,               0.028405,              0.0074047,              0.0074047
                     20,                 1.7362,                 1.8772,                 1.3786,                0.01054,                  0.625,                0.27526,                0.21645,                0.85348,                 3.3849,                0.98056,               0.024752,              0.0077522,              0.0077522
                     21,                 1.7197,                 2.0058,                 1.3453,                0.29167,                      1,                0.88479,                 0.6651,                0.82811,                 2.6356,                0.96002,               0.021097,              0.0080971,              0.0080971
                     22,                 1.8111,                 1.8516,                 1.3837,                0.76483,                  0.375,                0.65469,                0.38501,                0.98477,                 2.7603,                 1.0085,               0.017439,              0.0084393,              0.0084393
                     23,                 1.6892,                 1.8792,                 1.3126,                0.01538,                      1,                0.75932,                0.51969,                0.82881,                 2.9716,                0.96348,               0.013779,               0.008779,               0.008779
                     24,                 1.6415,                 1.9421,                 1.2519,                0.72361,                 0.7796,                0.94551,                0.75949,                0.85842,                 1.8565,                0.89753,               0.010116,              0.0091159,              0.0091159
                     25,                 1.6078,                 1.6339,                 1.2305,                0.70799,                0.57621,                0.89005,                0.66525,                0.98527,                 2.4497,                0.97315,               0.009175,               0.009175,               0.009175
                     26,                 2.0257,                 1.8415,                 1.4897,                0.75174,                0.68401,                0.95364,                 0.6612,                 1.1637,                 2.1624,                 1.0062,               0.009175,               0.009175,               0.009175
                     27,                 1.8601,                 1.6524,                 1.4746,                0.93778,                0.86155,                0.98833,                0.72373,                0.94375,                 1.9912,                0.94455,               0.009142,               0.009142,               0.009142
                     28,                 1.5619,                  1.518,                 1.2658,                 0.8619,                 0.7888,                0.98833,                0.71324,                0.99511,                 1.9421,                0.94891,               0.009109,               0.009109,               0.009109
                     29,                 1.6858,                 1.6959,                 1.3542,                0.78789,                 0.8125,                0.83336,                0.65863,                0.83067,                 2.0346,                0.93373,               0.009076,               0.009076,               0.009076
                     30,                  1.497,                 1.5512,                  1.245,                0.75774,                  0.875,                0.98111,                0.64959,                 1.1535,                  1.453,                 0.9674,               0.009043,               0.009043,               0.009043
                     31,                 1.5341,                 1.5547,                 1.3014,                0.59515,                   0.75,                0.87435,                0.67298,                0.82988,                 2.0926,                0.92997,                0.00901,                0.00901,                0.00901
                     32,                 1.6787,                  1.635,                 1.3516,                0.96023,                      1,                  0.995,                0.75833,                0.84419,                 1.0529,                0.91212,               0.008977,               0.008977,               0.008977
                     33,                 1.5421,                  1.557,                 1.2538,                 0.6259,                0.71034,                0.85988,                0.65423,                0.90072,                 2.0995,                0.92591,               0.008944,               0.008944,               0.008944
                     34,                 1.6476,                 1.7211,                 1.3633,                0.92884,                      1,                  0.995,                0.85654,                0.85103,                0.97895,                0.91431,               0.008911,               0.008911,               0.008911
                     35,                 1.3606,                 1.3514,                 1.1938,                0.81609,                0.86183,                0.88667,                0.65244,                 1.0034,                  1.234,                0.94809,               0.008878,               0.008878,               0.008878
                     36,                 1.5205,                 1.3578,                 1.1927,                0.97724,                      1,                  0.995,                0.76445,                0.89952,                0.99399,                0.92863,               0.008845,               0.008845,               0.008845
                     37,                 1.4793,                  1.349,                 1.2152,                0.76217,                0.89063,                0.87914,                0.61429,                  0.911,                 1.4094,                0.93919,               0.008812,               0.008812,               0.008812
                     38,                 1.5103,                 1.3807,                 1.2762,                0.84288,                0.98849,                  0.995,                0.69867,                 1.1085,                  1.059,                  1.015,               0.008779,               0.008779,               0.008779
                     39,                 1.4223,                 1.3843,                 1.2254,                0.88839,                      1,                  0.995,                0.77283,                0.86937,                 0.9985,                0.91661,               0.008746,               0.008746,               0.008746
                     40,                 1.5252,                 1.4167,                 1.2989,                0.96521,                      1,                  0.995,                0.69294,                 1.0258,                 1.0121,                0.99828,               0.008713,               0.008713,               0.008713
                     41,                  1.324,                 1.2752,                 1.1804,                0.92275,                      1,                  0.995,                0.83001,                0.74236,                0.95772,                0.91437,                0.00868,                0.00868,                0.00868
                     42,                 1.4753,                 1.3994,                   1.26,                0.95266,                0.98801,                  0.995,                 0.7699,                 0.8597,                0.96813,                0.93003,               0.008647,               0.008647,               0.008647
                     43,                 1.3991,                 1.2888,                 1.1975,                0.98685,                      1,                  0.995,                  0.856,                0.72749,                0.89857,                0.91095,               0.008614,               0.008614,               0.008614
                     44,                 1.3132,                 1.4275,                 1.1883,                0.95823,                      1,                  0.995,                0.78125,                0.79732,                 0.9284,                0.92852,               0.008581,               0.008581,               0.008581
                     45,                 1.3963,                  1.353,                 1.1893,                0.98717,                      1,                  0.995,                0.86857,                0.71844,                0.81484,                 0.9016,               0.008548,               0.008548,               0.008548
                     46,                 1.3117,                 1.2537,                 1.1598,                0.98117,                      1,                  0.995,                0.79706,                  0.754,                0.84898,                0.93365,               0.008515,               0.008515,               0.008515
                     47,                 1.2334,                 1.2923,                 1.1369,                0.86381,                      1,                  0.995,                0.85726,                0.66905,                 1.0224,                0.91002,               0.008482,               0.008482,               0.008482
                     48,                 1.0755,                 1.3893,                 1.0944,                0.95996,                0.99329,                  0.995,                0.77154,                0.75341,                0.96719,                0.89392,               0.008449,               0.008449,               0.008449
                     49,                 1.3394,                 1.3655,                 1.1788,                0.97858,                      1,                  0.995,                0.78564,                0.82143,                0.99888,                0.91856,               0.008416,               0.008416,               0.008416
                     50,                 1.5782,                 1.4884,                 1.3317,                0.94321,                      1,                  0.995,                0.82727,                0.66465,                0.94866,                0.87531,               0.008383,               0.008383,               0.008383
                     51,                 1.4781,                 1.4578,                 1.2621,                0.95838,                      1,                  0.995,                0.80486,                0.78646,                0.93448,                0.93536,                0.00835,                0.00835,                0.00835
                     52,                 1.2753,                 1.4483,                 1.2056,                0.95033,                      1,                  0.995,                0.79006,                0.74372,                0.87682,                0.92547,               0.008317,               0.008317,               0.008317
                     53,                 1.1657,                 1.1907,                 1.1053,                0.97798,                      1,                  0.995,                0.79004,                0.73842,                0.88851,                0.93447,               0.008284,               0.008284,               0.008284
                     54,                 1.4386,                 1.2973,                 1.2581,                0.97926,                      1,                  0.995,                0.80158,                0.82121,                0.95539,                 0.9681,               0.008251,               0.008251,               0.008251
                     55,                  1.175,                 1.1212,                 1.1546,                0.96421,                0.99012,                  0.995,                0.85665,                0.67935,                0.93178,                0.92056,               0.008218,               0.008218,               0.008218
                     56,                 1.3864,                 1.2668,                 1.2345,                0.95057,                0.98889,                  0.995,                0.83849,                0.66897,                0.84947,                0.92158,               0.008185,               0.008185,               0.008185
                     57,                 1.1278,                 1.1847,                  1.121,                  0.958,                      1,                  0.995,                0.81753,                 0.7567,                0.85258,                0.92413,               0.008152,               0.008152,               0.008152
                     58,                 1.3135,                 1.1799,                 1.2033,                0.97642,                      1,                  0.995,                0.82922,                 0.7184,                0.81883,                0.91832,               0.008119,               0.008119,               0.008119
                     59,                 1.1379,                 1.0081,                 1.0487,                0.97694,                      1,                  0.995,                0.75536,                0.85584,                0.92915,                0.97006,               0.008086,               0.008086,               0.008086
                     60,                 1.3195,                 1.1663,                 1.1589,                0.97976,                      1,                  0.995,                0.79001,                0.70455,                0.89318,                0.90971,               0.008053,               0.008053,               0.008053
                     61,                 1.3146,                 1.2055,                 1.1512,                0.96612,                      1,                  0.995,                0.84392,                0.65851,                0.76692,                0.89553,                0.00802,                0.00802,                0.00802
                     62,                 1.3603,                 1.2137,                 1.2446,                0.98082,                      1,                  0.995,                0.79316,                0.78686,                  0.836,                0.93021,               0.007987,               0.007987,               0.007987
                     63,                  1.151,                 1.0411,                  1.105,                0.98867,                      1,                  0.995,                0.84525,                0.68884,                0.77172,                0.89608,               0.007954,               0.007954,               0.007954
                     64,                 1.3141,                 1.1632,                 1.1427,                0.97516,                      1,                  0.995,                0.85286,                0.60703,                0.71752,                0.86933,               0.007921,               0.007921,               0.007921
                     65,                 1.1795,                 1.0752,                 1.1015,                0.97094,                0.99643,                  0.995,                0.89828,                0.62838,                0.75726,                0.86915,               0.007888,               0.007888,               0.007888
                     66,                 1.3618,                  1.096,                    1.2,                0.96065,                0.99509,                  0.995,                  0.802,                0.70053,                0.78978,                0.88706,               0.007855,               0.007855,               0.007855
                     67,                  1.253,                 1.0173,                 1.1173,                0.95357,                0.99732,                  0.995,                0.79611,                0.75682,                0.79362,                0.92166,               0.007822,               0.007822,               0.007822
                     68,                  1.305,                  1.201,                 1.1408,                 0.9911,                      1,                  0.995,                0.82992,                0.66464,                0.84714,                0.88319,               0.007789,               0.007789,               0.007789
                     69,                 1.2056,                 1.0768,                 1.0906,                0.96307,                      1,                  0.995,                0.87178,                0.60934,                0.73284,                0.86839,               0.007756,               0.007756,               0.007756
                     70,                 1.1059,                  1.044,                  1.111,                0.96324,                0.99471,                  0.995,                0.82402,                0.71841,                0.74662,                0.90175,               0.007723,               0.007723,               0.007723
                     71,                 1.1976,                 1.0522,                 1.1229,                0.96177,                0.99438,                  0.995,                 0.9101,                0.65455,                0.78937,                 0.8693,                0.00769,                0.00769,                0.00769
                     72,                 1.4772,                  1.229,                 1.2893,                0.95725,                      1,                  0.995,                0.84264,                0.63811,                0.70163,                0.87973,               0.007657,               0.007657,               0.007657
                     73,                 1.1049,                0.94415,                  1.035,                0.94005,                0.99222,                  0.995,                 0.8736,                0.55801,                0.73623,                0.84942,               0.007624,               0.007624,               0.007624
                     74,                 1.3534,                 1.0963,                 1.1261,                  0.993,                0.94445,                  0.995,                0.83817,                0.73349,                0.79804,                0.89426,               0.007591,               0.007591,               0.007591
                     75,                 1.1994,                 1.0952,                 1.1187,                0.98359,                0.99245,                  0.995,                0.88623,                0.58013,                0.74449,                0.85055,               0.007558,               0.007558,               0.007558
                     76,                 1.0322,                 1.0245,                 1.0452,                0.97603,                      1,                  0.995,                0.89223,                0.57488,                0.71588,                0.86673,               0.007525,               0.007525,               0.007525
                     77,                 1.0618,                 0.9618,                 1.0657,                 0.9902,                      1,                  0.995,                0.83556,                0.56625,                0.74067,                0.85906,               0.007492,               0.007492,               0.007492
                     78,                 1.0909,                0.98742,                 1.0837,                0.95946,                0.99458,                  0.995,                0.82434,                0.80537,                0.79855,                0.93747,               0.007459,               0.007459,               0.007459
                     79,                 1.0362,                0.90587,                  1.029,                0.96761,                0.99836,                  0.995,                0.88478,                0.57695,                0.68448,                0.88207,               0.007426,               0.007426,               0.007426
                     80,                 1.0604,                0.95145,                 1.0652,                0.96083,                0.99593,                  0.995,                0.84588,                0.70063,                0.71171,                 0.8933,               0.007393,               0.007393,               0.007393
                     81,                 1.0644,                0.94585,                  1.074,                0.96543,                0.99793,                  0.995,                0.88653,                 0.5301,                0.68169,                0.86859,                0.00736,                0.00736,                0.00736
                     82,                 1.0314,                0.92818,                 1.0145,                0.98263,                      1,                  0.995,                0.82565,                0.74065,                0.67118,                0.93266,               0.007327,               0.007327,               0.007327
                     83,                 1.1033,                0.95925,                 1.0871,                0.97395,                      1,                  0.995,                0.90336,                 0.5008,                0.66171,                0.84349,               0.007294,               0.007294,               0.007294
                     84,                 1.1711,                0.98951,                 1.1357,                0.96895,                      1,                  0.995,                0.83387,                0.68049,                 0.6801,                0.89954,               0.007261,               0.007261,               0.007261
                     85,                 1.0924,                0.94534,                  1.037,                 0.9746,                      1,                  0.995,                  0.922,                0.48777,                0.66618,                0.84583,               0.007228,               0.007228,               0.007228
                     86,                 1.1081,                 1.0293,                 1.0785,                0.98813,                      1,                  0.995,                0.89753,                0.55565,                0.65191,                0.85562,               0.007195,               0.007195,               0.007195
                     87,                 1.0714,                 1.0378,                 1.0706,                0.98075,                      1,                  0.995,                0.87993,                0.56139,                0.66678,                0.87306,               0.007162,               0.007162,               0.007162
                     88,                 1.0248,                0.89592,                 1.0558,                0.97891,                      1,                  0.995,                0.87072,                0.61007,                 0.6597,                0.87519,               0.007129,               0.007129,               0.007129
                     89,                0.93664,                0.91336,                 1.0116,                0.98511,                      1,                  0.995,                0.90993,                0.52695,                0.65324,                0.86055,               0.007096,               0.007096,               0.007096
                     90,                 1.0504,                0.90811,                 1.0408,                0.98204,                      1,                  0.995,                0.84128,                0.62814,                0.68612,                0.88213,               0.007063,               0.007063,               0.007063
                     91,                 1.0621,                 0.9672,                 1.0309,                0.98423,                      1,                  0.995,                0.84881,                0.68583,                0.71212,                0.91117,                0.00703,                0.00703,                0.00703
                     92,                 1.1077,                 1.0614,                 1.0539,                0.97542,                      1,                  0.995,                0.86526,                0.53062,                0.68371,                0.86083,               0.006997,               0.006997,               0.006997
                     93,                0.99569,                 0.8355,                 1.0187,                0.97883,                      1,                  0.995,                0.82663,                0.69835,                0.70819,                 0.9359,               0.006964,               0.006964,               0.006964
                     94,                 1.2276,                0.91798,                 1.1547,                0.98407,                      1,                  0.995,                0.88112,                0.51972,                 0.6704,                0.86903,               0.006931,               0.006931,               0.006931
                     95,                 1.2179,                 1.0252,                 1.1378,                 0.9809,                      1,                  0.995,                0.85355,                 0.6228,                0.65428,                0.91221,               0.006898,               0.006898,               0.006898
                     96,                0.94991,                0.78681,                0.98274,                0.97944,                      1,                  0.995,                0.85986,                0.56586,                0.61238,                0.87626,               0.006865,               0.006865,               0.006865
                     97,                 1.1355,                0.90719,                 1.0659,                0.97298,                      1,                  0.995,                0.84404,                0.57219,                 0.6295,                0.89858,               0.006832,               0.006832,               0.006832
                     98,                 1.0976,                0.87168,                 1.0697,                0.98583,                      1,                  0.995,                0.89238,                0.49724,                0.62483,                0.85576,               0.006799,               0.006799,               0.006799
                     99,                 1.0839,                0.92502,                 1.0353,                 0.9821,                      1,                  0.995,                0.92158,                0.51872,                0.64228,                0.85407,               0.006766,               0.006766,               0.006766
                    100,                 1.0026,                0.82683,                0.98509,                 0.9782,                      1,                  0.995,                0.89133,                0.54703,                0.65382,                0.86666,               0.006733,               0.006733,               0.006733
                    101,                0.83226,                0.82301,                0.95812,                0.97148,                      1,                  0.995,                0.89651,                0.44911,                0.74904,                0.83325,                 0.0067,                 0.0067,                 0.0067
                    102,                0.93684,                0.81982,                0.98194,                0.98061,                      1,                  0.995,                0.90063,                0.50442,                0.69223,                0.85168,               0.006667,               0.006667,               0.006667
                    103,                 1.0399,                 0.9557,                  1.016,                0.99221,                0.99536,                  0.995,                0.89711,                0.44215,                0.66263,                0.83232,               0.006634,               0.006634,               0.006634
                    104,                 0.8886,                0.81752,                0.96626,                0.98846,                      1,                  0.995,                0.90322,                0.59186,                0.62211,                0.87149,               0.006601,               0.006601,               0.006601
                    105,                 1.0291,                  0.848,                 1.0361,                0.97116,                 0.9983,                  0.995,                0.91041,                0.43296,                0.58916,                0.83139,               0.006568,               0.006568,               0.006568
                    106,                0.87447,                0.78106,                0.98069,                0.97894,                      1,                  0.995,                0.88499,                0.58977,                0.65128,                0.87648,               0.006535,               0.006535,               0.006535
                    107,                 1.0415,                0.83573,                 1.0289,                0.99021,                      1,                  0.995,                 0.9228,                 0.4448,                0.56424,                0.83671,               0.006502,               0.006502,               0.006502
                    108,                 1.0342,                0.88156,                 1.0487,                0.94182,                0.96285,                  0.995,                0.92939,                0.47931,                0.63426,                0.84347,               0.006469,               0.006469,               0.006469
                    109,                0.87206,                0.76399,                0.95169,                0.94289,                0.99325,                  0.995,                0.89604,                 0.4435,                0.59595,                0.83314,               0.006436,               0.006436,               0.006436
                    110,                0.95063,                0.82005,                0.98942,                0.92871,                0.99168,                  0.995,                0.86867,                0.52252,                0.64892,                 0.8467,               0.006403,               0.006403,               0.006403
                    111,                0.98092,                0.75283,                 1.0031,                0.93648,                0.99514,                  0.995,                0.89854,                0.49264,                0.64763,                0.84206,                0.00637,                0.00637,                0.00637
                    112,                  1.126,                0.97608,                 1.0956,                0.92445,                      1,                  0.995,                0.89443,                0.50773,                0.70798,                0.84141,               0.006337,               0.006337,               0.006337
                    113,                0.83082,                0.74874,                0.93835,                0.95107,                0.99381,                  0.995,                0.91012,                0.51769,                0.64499,                0.85096,               0.006304,               0.006304,               0.006304
                    114,                0.87145,                0.76355,                0.96077,                0.95255,                0.99525,                  0.995,                0.91326,                0.51049,                0.62569,                0.85085,               0.006271,               0.006271,               0.006271
                    115,                0.81326,                0.74393,                0.94718,                0.96654,                 0.9954,                  0.995,                0.91183,                0.50236,                 0.6077,                0.84168,               0.006238,               0.006238,               0.006238
                    116,                 1.0062,                0.86237,                 1.0127,                0.99299,                      1,                  0.995,                0.92227,                0.44731,                0.55591,                0.83133,               0.006205,               0.006205,               0.006205
                    117,                0.88557,                0.81414,                0.95868,                0.96244,                0.99402,                  0.995,                0.87399,                0.50101,                 0.5826,                0.85596,               0.006172,               0.006172,               0.006172
                    118,                0.92975,                0.75242,                0.98154,                0.95695,                0.99302,                  0.995,                 0.9072,                0.45493,                 0.5692,                0.82805,               0.006139,               0.006139,               0.006139
                    119,                0.84831,                0.76074,                0.95754,                0.96666,                0.99577,                  0.995,                0.87994,                0.50633,                0.57186,                0.85405,               0.006106,               0.006106,               0.006106
                    120,                0.81478,                 0.7477,                0.95411,                0.98115,                      1,                  0.995,                0.94242,                0.41339,                0.53636,                0.82789,               0.006073,               0.006073,               0.006073
                    121,                0.98125,                0.77639,                 1.0136,                 0.9662,                0.99801,                  0.995,                0.89247,                0.45891,                0.56254,                0.84146,                0.00604,                0.00604,                0.00604
                    122,                0.82418,                0.77588,                0.95305,                0.94587,                0.99206,                  0.995,                0.91883,                0.47729,                0.59018,                0.84163,               0.006007,               0.006007,               0.006007
                    123,                0.90501,                0.77888,                0.97053,                0.95884,                0.99466,                  0.995,                0.87781,                 0.5699,                 0.5831,                0.87052,               0.005974,               0.005974,               0.005974
                    124,                 1.0155,                 0.8918,                0.98921,                0.96718,                      1,                  0.995,                0.91732,                0.43245,                0.53291,                0.82977,               0.005941,               0.005941,               0.005941
                    125,                0.82491,                0.72518,                0.95544,                0.97812,                      1,                  0.995,                0.85914,                0.55337,                0.53783,                0.86765,               0.005908,               0.005908,               0.005908
                    126,                0.85114,                0.68897,                0.94681,                0.97917,                      1,                  0.995,                0.92913,                 0.4473,                0.51547,                0.83263,               0.005875,               0.005875,               0.005875
                    127,                0.94583,                0.78136,                0.99532,                0.98408,                      1,                  0.995,                0.85762,                0.60272,                0.52317,                0.89957,               0.005842,               0.005842,               0.005842
                    128,                0.89425,                0.73307,                0.98965,                 0.9869,                      1,                  0.995,                0.93447,                0.42136,                0.49751,                0.82599,               0.005809,               0.005809,               0.005809
                    129,                0.76756,                0.67393,                0.92187,                0.98842,                      1,                  0.995,                0.92028,                0.46437,                0.49085,                0.83866,               0.005776,               0.005776,               0.005776
                    130,                0.95699,                0.84651,                 1.0181,                0.98747,                      1,                  0.995,                0.90583,                0.44585,                0.50652,                0.83162,               0.005743,               0.005743,               0.005743
                    131,                0.93285,                0.75826,                0.98874,                0.98752,                      1,                  0.995,                 0.9062,                0.48365,                0.50331,                 0.8403,                0.00571,                0.00571,                0.00571
                    132,                0.78761,                0.69945,                0.95881,                0.98914,                      1,                  0.995,                0.91121,                0.42927,                0.51883,                0.82661,               0.005677,               0.005677,               0.005677
                    133,                0.83638,                0.75469,                0.95768,                 0.9896,                      1,                  0.995,                0.93347,                0.41278,                0.49181,                0.82598,               0.005644,               0.005644,               0.005644
                    134,                0.90388,                0.68899,                0.97266,                0.99092,                      1,                  0.995,                0.91415,                0.44951,                0.49452,                   0.83,               0.005611,               0.005611,               0.005611
                    135,                 0.8503,                0.73423,                0.94241,                0.98466,                      1,                  0.995,                0.89762,                0.39773,                0.48429,                0.82495,               0.005578,               0.005578,               0.005578
                    136,                0.81009,                0.68618,                0.94327,                0.98174,                      1,                  0.995,                0.89208,                0.43194,                0.49845,                0.82964,               0.005545,               0.005545,               0.005545
                    137,                 1.1033,                0.82068,                 1.1066,                0.98455,                      1,                  0.995,                0.90114,                0.49479,                0.49383,                0.85798,               0.005512,               0.005512,               0.005512
                    138,                0.97723,                0.74674,                 1.0054,                0.98155,                      1,                  0.995,                0.90028,                0.47425,                0.49922,                 0.8481,               0.005479,               0.005479,               0.005479
                    139,                0.86024,                0.70701,                0.94621,                0.98826,                      1,                  0.995,                0.95084,                0.40267,                0.51118,                 0.8267,               0.005446,               0.005446,               0.005446
                    140,                0.68505,                0.61575,                  0.883,                0.99099,                      1,                  0.995,                 0.8902,                0.49091,                0.49891,                 0.8453,               0.005413,               0.005413,               0.005413
                    141,                0.73069,                0.68268,                0.94172,                0.98914,                      1,                  0.995,                0.93901,                0.40034,                0.45448,                0.82655,                0.00538,                0.00538,                0.00538
                    142,                0.74186,                0.62559,                0.91784,                0.98772,                      1,                  0.995,                0.88929,                0.48605,                0.49868,                0.84109,               0.005347,               0.005347,               0.005347
                    143,                0.83255,                0.72327,                0.99013,                 0.9901,                      1,                  0.995,                0.94249,                0.38283,                0.45368,                0.82494,               0.005314,               0.005314,               0.005314
                    144,                0.82493,                0.67293,                0.92967,                0.98728,                      1,                  0.995,                0.89979,                0.51691,                0.48729,                0.85773,               0.005281,               0.005281,               0.005281
                    145,                0.80261,                0.65267,                0.93672,                0.98774,                      1,                  0.995,                 0.9285,                0.41362,                 0.4533,                0.82629,               0.005248,               0.005248,               0.005248
                    146,                0.80577,                0.66404,                 0.9399,                0.98538,                      1,                  0.995,                0.87556,                0.45959,                0.45541,                0.85409,               0.005215,               0.005215,               0.005215
                    147,                 0.7777,                0.63009,                0.93653,                0.98141,                      1,                  0.995,                0.90358,                0.43465,                0.45076,                0.83237,               0.005182,               0.005182,               0.005182
                    148,                0.76322,                0.68633,                0.92443,                0.98333,                      1,                  0.995,                0.88565,                 0.4343,                0.45289,                0.84232,               0.005149,               0.005149,               0.005149
                    149,                0.80438,                0.63878,                0.90321,                0.98579,                      1,                  0.995,                0.93104,                0.39409,                0.46805,                0.82985,               0.005116,               0.005116,               0.005116
                    150,                0.77661,                0.65534,                0.91054,                0.98508,                      1,                  0.995,                0.89037,                0.45543,                0.44183,                0.83498,               0.005083,               0.005083,               0.005083
                    151,                 0.7249,                0.63464,                0.90653,                0.99083,                      1,                  0.995,                0.89097,                0.49059,                0.46319,                 0.8437,                0.00505,                0.00505,                0.00505
                    152,                0.70462,                0.62201,                 0.8922,                 0.9906,                      1,                  0.995,                0.91212,                0.41361,                0.46509,                0.82986,               0.005017,               0.005017,               0.005017
                    153,                0.76917,                  0.695,                0.92159,                0.98486,                      1,                  0.995,                0.91381,                0.46827,                 0.4806,                0.83987,               0.004984,               0.004984,               0.004984
                    154,                0.88431,                0.70259,                0.96541,                0.99005,                      1,                  0.995,                0.89511,                0.45949,                0.49088,                0.84691,               0.004951,               0.004951,               0.004951
                    155,                0.72599,                0.67001,                0.89634,                0.97866,                      1,                  0.995,                0.89502,                0.43988,                0.50869,                0.83753,               0.004918,               0.004918,               0.004918
                    156,                0.66174,                 0.5982,                0.88403,                0.98418,                      1,                  0.995,                0.88207,                0.51132,                0.48365,                0.85932,               0.004885,               0.004885,               0.004885
                    157,                0.94737,                0.68069,                0.99508,                0.98821,                      1,                  0.995,                0.89661,                0.40996,                 0.4573,                 0.8283,               0.004852,               0.004852,               0.004852
                    158,                0.72549,                0.61454,                0.91026,                0.98648,                      1,                  0.995,                0.89403,                0.46049,                0.45922,                0.84368,               0.004819,               0.004819,               0.004819
                    159,                0.73574,                0.60984,                 0.9164,                0.98265,                      1,                  0.995,                 0.9417,                0.40085,                0.47213,                0.82575,               0.004786,               0.004786,               0.004786
                    160,                0.77783,                0.63824,                0.92036,                0.98557,                      1,                  0.995,                 0.9577,                0.37826,                0.45663,                0.81882,               0.004753,               0.004753,               0.004753
                    161,                0.61314,                0.59654,                0.86637,                0.98561,                      1,                  0.995,                0.93069,                0.40241,                0.51169,                0.82702,                0.00472,                0.00472,                0.00472
                    162,                0.59761,                0.58089,                0.87215,                0.98738,                      1,                  0.995,                 0.9315,                 0.3917,                0.52011,                0.82778,               0.004687,               0.004687,               0.004687
                    163,                0.72073,                0.70498,                0.93093,                0.98285,                      1,                  0.995,                0.92234,                0.37482,                0.50149,                0.82491,               0.004654,               0.004654,               0.004654
