                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.75099,                0.58496,                0.93763,                0.98895,                      1,                  0.995,                0.87858,                 0.5859,                0.48422,                0.86621,              0.0093466,              0.0093466,              0.0093466
                     35,                0.75445,                0.55014,                0.90073,                0.98857,                0.94353,                  0.995,                0.91613,                0.52229,                0.48949,                0.85733,              0.0093268,              0.0093268,              0.0093268
                     36,                0.72126,                0.55659,                 0.8724,                 0.9799,                      1,                  0.995,                0.91122,                0.49127,                0.46712,                0.85313,               0.009307,               0.009307,               0.009307
                     37,                0.81124,                0.55788,                0.91311,                0.97351,                0.99906,                  0.995,                0.87335,                0.55587,                0.44398,                 0.8571,              0.0092872,              0.0092872,              0.0092872
                     38,                0.87635,                0.60983,                0.96883,                0.96806,                 0.9972,                  0.995,                 0.9154,                0.46336,                0.48171,                0.83843,              0.0092674,              0.0092674,              0.0092674
                     39,                0.68217,                0.53886,                0.90135,                0.97341,                0.99793,                  0.995,                0.90065,                0.45311,                0.44888,                0.83757,              0.0092476,              0.0092476,              0.0092476
                     40,                0.78227,                0.59746,                0.92138,                0.98799,                      1,                  0.995,                0.94408,                0.43123,                0.46032,                0.82895,              0.0092278,              0.0092278,              0.0092278
                     41,                0.72008,                0.54882,                0.91699,                0.99172,                      1,                  0.995,                0.90745,                0.46157,                0.44891,                0.83571,               0.009208,               0.009208,               0.009208
                     42,                0.82394,                0.59158,                0.93719,                0.97891,                      1,                  0.995,                0.92657,                0.43738,                0.44455,                0.82812,              0.0091882,              0.0091882,              0.0091882
                     43,                0.74395,                0.57608,                0.91068,                0.99113,                      1,                  0.995,                0.92543,                0.42805,                0.43547,                0.83055,              0.0091684,              0.0091684,              0.0091684
                     44,                0.66519,                0.57234,                0.89757,                0.99066,                      1,                  0.995,                0.89275,                0.57701,                0.46363,                0.86933,              0.0091486,              0.0091486,              0.0091486
                     45,                0.69735,                 0.5615,                0.88428,                0.98972,                      1,                  0.995,                0.92498,                0.39311,                0.40627,                 0.8235,              0.0091288,              0.0091288,              0.0091288
                     46,                0.74625,                0.55208,                0.93573,                0.99163,                      1,                  0.995,                0.88184,                0.60352,                0.49014,                0.87826,               0.009109,               0.009109,               0.009109
                     47,                0.73188,                0.58284,                0.91655,                0.94804,                0.99042,                  0.995,                0.91939,                0.44414,                0.45008,                0.82693,              0.0090892,              0.0090892,              0.0090892
                     48,                0.64579,                 0.6336,                0.91046,                0.86791,                0.97411,                  0.995,                0.85126,                0.67035,                0.56404,                0.91516,              0.0090694,              0.0090694,              0.0090694
                     49,                0.77361,                0.56882,                0.94088,                0.86117,                0.96674,                  0.995,                0.92653,                0.42311,                0.55115,                0.83001,              0.0090496,              0.0090496,              0.0090496
                     50,                0.79836,                0.59869,                0.91557,                0.88191,                0.99656,                  0.995,                0.88733,                0.61821,                0.53491,                 0.8844,              0.0090298,              0.0090298,              0.0090298
                     51,                0.73569,                0.58925,                0.90205,                0.86724,                0.99566,                   0.97,                0.89432,                0.56426,                0.53616,                0.87502,                0.00901,                0.00901,                0.00901
                     52,                0.68507,                 0.6184,                0.90693,                0.98306,                      1,                  0.995,                0.90986,                0.44503,                0.36934,                0.84458,              0.0089902,              0.0089902,              0.0089902
                     53,                0.69955,                0.53457,                0.88145,                0.96327,                      1,                  0.995,                0.88579,                0.61515,                0.45748,                0.88986,              0.0089704,              0.0089704,              0.0089704
                     54,                0.83943,                0.56153,                 1.0023,                0.97493,                      1,                  0.995,                0.93604,                0.40123,                0.40567,                0.82792,              0.0089506,              0.0089506,              0.0089506
                     55,                 0.6615,                0.51641,                0.88174,                0.98167,                      1,                  0.995,                0.89057,                0.57445,                0.43989,                0.85664,              0.0089308,              0.0089308,              0.0089308
                     56,                 0.7608,                0.57016,                0.91065,                0.93943,                0.95978,                  0.995,                0.95032,                 0.4002,                0.45605,                0.82716,               0.008911,               0.008911,               0.008911
                     57,                 0.6566,                0.54013,                0.89257,                 0.9712,                 0.9924,                  0.995,                0.91562,                0.47388,                0.45749,                0.83533,              0.0088912,              0.0088912,              0.0088912
                     58,                0.68502,                0.52965,                0.89804,                0.96033,                0.94175,                  0.995,                0.91109,                0.41004,                0.45564,                0.83054,              0.0088714,              0.0088714,              0.0088714
